id,title,organization,sector,location,skills,duration,stipend,type,mode
369,Tour Planning Intern,EduBridge Alliance,Tourism,Visakhapatnam,Canva|Content Writing|Digital Marketing|Java|JavaScript|Power BI|SolidWorks|Tableau,3 months,10500,Govt,Hybrid
370,Legal Research Intern,Insight Finance Group,Law,Noida,CSS|Content Writing|Excel|QGIS|SQL|Tally,3 months,10500,Govt,Hybrid
371,Business Intelligence Intern,PolicyWorks India,Data Analytics,Ahmedabad,Java|JavaScript|Power BI|SPSS|SQL,3 months,5000,Startup,Online
372,Travel Operations Intern,BrightPath Designs,Tourism,Delhi,Canva|Content Writing|Digital Marketing|Excel|GST|React|SEO,1 month,13000,PSU,Offline
373,Spatial Data Intern,FutureWave Tech,GIS,Surat,ArcGIS|C++|Java|Linux,3 months,9500,Private,Offline
374,Graphic Design Intern,LexGuard Associates,Design,Gurugram,C|CSS|Canva|Content Writing|Figma|Typing|UI/UX,1 month,13500,PSU,Online
375,Field Operations Intern,Innovate Labs,Agriculture,Kochi,C++|Data Entry|Digital Marketing|Excel|Illustrator|SPSS|Tally|Typing,3 months,4500,PSU,Hybrid
376,Operations Intern,Skyline Innovations,Logistics,Nagpur,AutoCAD|Canva|Excel|Power BI|Python|SQL,6 months,5000,Govt,Online
377,Digital Governance Intern,EduBridge Alliance,E-Governance,Noida,ArcGIS|AutoCAD|Excel|Figma|JavaScript|Python|React|SQL|SolidWorks,3 months,10500,NGO,Online
378,Social Media Intern,DataPulse Analytics,Media,Patna,Canva|Figma|QGIS|SEO|UI/UX,1 month,6500,Startup,Hybrid
379,Digital Governance Intern,DataPulse Analytics,E-Governance,Kolkata,Canva|HTML|Java|Networking|Research|Tally,2 months,13500,NGO,Hybrid
380,Solar Projects Intern,FutureWave Tech,Renewable Energy,Chandigarh,AutoCAD|C++|Excel|Figma|Research|Tally,1 month,13000,PSU,Offline
381,Field Operations Intern,Skyline Innovations,Agriculture,Kolkata,Canva|Data Entry|SQL,3 months,14500,Private,Online
382,Supply Chain Intern,GreenGrowth Initiatives,Logistics,Lucknow,AutoCAD|CSS|Canva|Excel|JavaScript|Power BI|R|SQL|UI/UX,1 month,10000,Private,Online
383,Field Operations Intern,PolicyWorks India,Agriculture,Nagpur,CSS|Data Entry|Excel|JavaScript|Photoshop|Python|SolidWorks|Typing,6 months,15000,Govt,Hybrid
384,Legal Research Intern,UrbanRise Solutions,Law,Raipur,Content Writing|Power BI|QGIS|Research,1 month,15000,NGO,Online
385,Agri Research Intern,NextGen Logistics,Agriculture,Guwahati,CSS|HTML|Photoshop|SPSS,3 months,14500,Govt,Offline
386,Supply Chain Intern,SecureNet Systems,Logistics,Raipur,Figma|Illustrator|Power BI|SPSS|SQL,6 months,8000,Govt,Offline
387,Social Media Intern,UrbanRise Solutions,Media,Thiruvananthapuram,Canva|Content Writing|Data Entry|Excel|Illustrator|Linux|Photoshop|SEO|SPSS,6 months,7000,NGO,Hybrid
388,Cyber Risk Intern,Spectrum Media House,Cybersecurity,Delhi,ArcGIS|Digital Marketing|Networking|Python|QGIS|React|Typing,3 months,11500,NGO,Hybrid
389,Governance Analyst Intern,CivicLink Foundation,Public Policy,Pune,C|C++|Content Writing|SPSS|UI/UX,2 months,10500,NGO,Offline
390,Security Analyst Intern,Innovate Labs,Cybersecurity,Surat,Content Writing|Digital Marketing|Linux|Networking|Power BI|Python|R|Tally,6 months,5500,Startup,Hybrid
391,Content Strategist Intern,HealthSphere Analytics,Media,Chennai,Canva|Content Writing|Digital Marketing|Java|R|UI/UX,6 months,9000,NGO,Hybrid
392,Digital Governance Intern,CivicLink Foundation,E-Governance,Visakhapatnam,JavaScript|Photoshop|Research|SQL|SolidWorks|Tally,1 month,13000,Govt,Hybrid
393,Governance Analyst Intern,BrightPath Designs,Public Policy,Noida,Excel|GST|Research|Tableau,1 month,8500,Govt,Offline
394,Governance Analyst Intern,GreenGrowth Initiatives,Public Policy,Lucknow,ArcGIS|Content Writing|Excel|Research|SPSS|SQL|Tableau,2 months,3500,PSU,Hybrid
395,Full Stack Intern,GreenGrowth Initiatives,IT,Kochi,Data Entry|Figma|HTML|Java|JavaScript|Python|Tableau|Tally,3 months,6000,Govt,Hybrid
396,Spatial Data Intern,TourEase Travels,GIS,Gurugram,Canva|Excel|Power BI|SEO|UI/UX,6 months,12500,Private,Offline
397,Operations Intern,SecureNet Systems,Logistics,Bengaluru,Canva|Excel|Networking|Power BI|React|SEO|SQL|Tally,6 months,14000,Govt,Online
398,Governance Analyst Intern,DataPulse Analytics,Public Policy,Gurugram,Canva|Content Writing|Excel|Figma|Power BI|Research|Typing,6 months,4000,Private,Hybrid
399,Healthcare Data Intern,Skyline Innovations,Healthcare,Nagpur,C|GST|Power BI|Research|SPSS,2 months,14000,NGO,Hybrid
400,Cyber Risk Intern,DataPulse Analytics,Cybersecurity,Bhopal,AutoCAD|Excel|Linux|Photoshop|Python,3 months,4000,Govt,Offline
401,GIS Mapping Intern,UrbanRise Solutions,GIS,Chennai,ArcGIS|Excel|Java|Linux|Networking|QGIS|SEO,3 months,10000,NGO,Hybrid
402,Operations Intern,FutureWave Tech,Logistics,Raipur,CSS|Excel|Illustrator|Linux|Power BI|Research|SPSS|Tableau,2 months,8000,Startup,Online
403,Healthcare Data Intern (2),HealthSphere Analytics,Healthcare,Visakhapatnam,ArcGIS|Excel|GST|Python|QGIS|SPSS|SolidWorks|UI/UX,1 month,11500,NGO,Offline
404,Security Analyst Intern,HealthSphere Analytics,Cybersecurity,Chandigarh,Excel|Figma|Illustrator|Linux|Python|Typing|UI/UX,1 month,7500,Private,Online
405,Content Strategist Intern,FutureWave Tech,Media,Remote,Content Writing|Figma|GST|JavaScript|SEO|Tally|Typing,2 months,7000,Private,Offline
406,Solar Projects Intern,LexGuard Associates,Renewable Energy,Jaipur,AutoCAD|CSS|Canva|Data Entry|Excel|Figma|Illustrator|Python|Research,6 months,5500,Private,Online
407,Graphic Design Intern,EcoVision Energy,Design,Kolkata,C|CSS|Canva|Figma|GST|UI/UX,6 months,13500,PSU,Offline
408,Social Media Intern (2),CivicLink Foundation,Media,Ranchi,C|Canva|Content Writing|Illustrator|Java|Power BI|SEO|SolidWorks,6 months,11500,Govt,Offline
409,GIS Mapping Intern,Innovate Labs,GIS,Kochi,C++|Excel|React|Research,1 month,3000,Startup,Hybrid
410,Healthcare Data Intern,MapCraft GIS,Healthcare,Visakhapatnam,Data Entry|Illustrator|Java|JavaScript|SPSS,6 months,14000,Govt,Hybrid
411,Data Analyst Intern,Insight Finance Group,Data Analytics,Patna,CSS|Figma|Illustrator|Linux|Python|SQL|Tableau,6 months,4000,Startup,Online
412,IT Support Intern,PolicyWorks India,IT,Nagpur,AutoCAD|C++|Excel|HTML|Illustrator|JavaScript|React|SQL,2 months,5500,NGO,Offline
413,Security Analyst Intern,Skyline Innovations,Cybersecurity,Visakhapatnam,Linux|QGIS|React|Tableau|Typing,3 months,15000,NGO,Hybrid
414,GIS Mapping Intern,Spectrum Media House,GIS,Chandigarh,Canva|Excel|QGIS|SEO|Tableau|Tally,6 months,12500,Startup,Hybrid
415,Security Analyst Intern,NextGen Logistics,Cybersecurity,Mumbai,Java|Networking|Python|R|Research,2 months,10500,PSU,Offline
416,Product Design Intern,BrightPath Designs,Design,Ahmedabad,AutoCAD|Canva|GST|HTML|Typing|UI/UX,6 months,3500,Private,Hybrid
417,Security Analyst Intern,LexGuard Associates,Cybersecurity,Delhi,AutoCAD|C++|CSS|Content Writing|Linux|Networking|Photoshop|Python|Research,6 months,9000,Private,Online
418,Social Media Intern,HealthSphere Analytics,Media,Surat,Canva|Content Writing|R|Research|SEO|SPSS,2 months,13000,Govt,Offline
419,Business Intelligence Intern,NextGen Logistics,Data Analytics,Ranchi,C++|HTML|Power BI|Python|SolidWorks,6 months,4500,Govt,Offline
420,Clinical Research Intern,Innovate Labs,Healthcare,Visakhapatnam,Excel|Illustrator|SQL|UI/UX,3 months,12000,Startup,Online
421,Supply Chain Intern,Innovate Labs,Logistics,Bengaluru,Digital Marketing|Excel|Power BI|Research|SPSS|SQL,3 months,13000,Govt,Hybrid
422,Business Intelligence Intern,SecureNet Systems,Data Analytics,Ahmedabad,ArcGIS|Data Entry|JavaScript|Photoshop|Power BI|React|Tableau,6 months,13500,Startup,Online
423,Policy Research Intern,Spectrum Media House,Public Policy,Noida,Content Writing|Java|Networking|R|Research|SQL,2 months,13000,Govt,Hybrid
424,IT Support Intern,SecureNet Systems,IT,Surat,CSS|Excel|Illustrator|Java|Linux|Photoshop,2 months,3000,Govt,Online
425,Data Analyst Intern,LexGuard Associates,Data Analytics,Guwahati,Excel|Linux|Power BI|Python|R|Tableau,1 month,11000,Govt,Online
426,Cyber Risk Intern,FutureWave Tech,Cybersecurity,Gurugram,HTML|Linux|Networking|Python|SEO,1 month,12500,PSU,Hybrid
427,Civic Tech Intern,LexGuard Associates,E-Governance,Kolkata,ArcGIS|Excel|Figma|HTML|React,2 months,6500,Govt,Offline
428,Finance Analyst Intern,TourEase Travels,Finance,Patna,C|Excel|Illustrator|Networking|Python|Tableau|Tally,1 month,12000,PSU,Offline
429,Academic Research Intern,Skyline Innovations,Education,Chandigarh,C++|Content Writing|Excel|Research|SQL,2 months,7500,NGO,Offline
430,Learning Design Intern,TourEase Travels,Education,Thiruvananthapuram,ArcGIS|C++|Content Writing|Research,1 month,8500,Govt,Online
431,Software Intern,PolicyWorks India,IT,Nagpur,Data Entry|GST|Java|Linux|Python|R|Typing,3 months,4500,PSU,Offline
432,Software Intern,BrightPath Designs,IT,Bhopal,ArcGIS|C++|Content Writing|Power BI|React|Tableau,3 months,6500,Govt,Offline
433,Business Intelligence Intern,AgriNova Collective,Data Analytics,Ahmedabad,Excel|Figma|Photoshop|React|Tableau,3 months,3500,Govt,Online
434,Graphic Design Intern,TourEase Travels,Design,Delhi,C++|Illustrator|Linux|Tally,2 months,15000,NGO,Offline
435,Supply Chain Intern,BrightPath Designs,Logistics,Ahmedabad,Content Writing|SPSS|SQL|Tableau,1 month,12000,PSU,Offline
436,Full Stack Intern,Skyline Innovations,IT,Jaipur,Figma|Illustrator|Photoshop|React|SolidWorks,2 months,12500,NGO,Hybrid
437,Graphic Design Intern,CivicLink Foundation,Design,Guwahati,C|Figma|Networking|SEO|UI/UX,3 months,14000,NGO,Offline
438,Field Operations Intern,FutureWave Tech,Agriculture,Kolkata,CSS|Canva|Excel|Research|SEO|SPSS,1 month,12000,Private,Hybrid
439,Sustainability Intern,Skyline Innovations,Renewable Energy,Indore,AutoCAD|C|JavaScript|Photoshop|SPSS,1 month,8000,PSU,Online
440,Social Media Intern,LexGuard Associates,Media,Remote,CSS|Digital Marketing|Figma|Linux|SEO,6 months,14000,Startup,Online
441,Field Operations Intern,TourEase Travels,Agriculture,Mysuru,AutoCAD|Figma|Python|React|Research|SEO|SQL,1 month,9000,Private,Offline
442,Spatial Data Intern,FutureWave Tech,GIS,Ahmedabad,Excel|Figma|Java|Linux|Photoshop|QGIS|SQL|Tally,3 months,10000,Startup,Hybrid
443,IT Support Intern,LexGuard Associates,IT,Bhopal,Canva|Excel|GST|Illustrator|JavaScript|SolidWorks,3 months,15000,PSU,Offline
444,Academic Research Intern,SecureNet Systems,Education,Chandigarh,C++|Canva|Content Writing|Data Entry|Excel|Illustrator|Linux|Research|SolidWorks,2 months,5000,NGO,Online
445,Legal Research Intern,EcoVision Energy,Law,Pune,Content Writing|JavaScript|Photoshop|Research|SPSS,1 month,5500,NGO,Hybrid
446,Travel Operations Intern,MapCraft GIS,Tourism,Chennai,CSS|Content Writing|Figma|QGIS|SPSS|SQL|Typing,6 months,10000,Private,Hybrid
447,Data Analyst Intern,Skyline Innovations,Data Analytics,Bengaluru,HTML|Power BI|R|Research|SPSS|Tally,2 months,4500,Startup,Online
448,Academic Research Intern,HealthSphere Analytics,Education,Delhi,C|Digital Marketing|Excel|Research|SPSS|Tableau|UI/UX,3 months,3500,Private,Online
449,Product Design Intern,SecureNet Systems,Design,Mysuru,Digital Marketing|Figma|Research,3 months,8000,NGO,Online
450,Academic Research Intern,GreenGrowth Initiatives,Education,Kochi,Content Writing|Digital Marketing|Excel|HTML|Java|React|Research|Tableau,6 months,10500,Private,Hybrid
451,GIS Mapping Intern,CivicLink Foundation,GIS,Patna,ArcGIS|Data Entry|Excel|SPSS|Tally|Typing,2 months,4500,PSU,Hybrid
452,Governance Analyst Intern,Insight Finance Group,Public Policy,Bengaluru,Content Writing|Excel|GST|SEO|Tableau|UI/UX,2 months,12000,Startup,Online
453,Cyber Risk Intern,Spectrum Media House,Cybersecurity,Raipur,C|Canva|Linux|Python|React,2 months,12000,PSU,Offline
454,Finance Analyst Intern,TourEase Travels,Finance,Surat,CSS|Content Writing|GST|Power BI|Python|Tally|UI/UX,2 months,5500,NGO,Hybrid
455,Travel Operations Intern,BrightPath Designs,Tourism,Bhopal,Content Writing|Excel|Python|QGIS|R|SQL|Typing,1 month,3500,Startup,Online
456,Investment Research Intern,NextGen Logistics,Finance,Guwahati,Excel|Photoshop|Power BI|React|Research|Tableau,1 month,13000,Govt,Online
457,Cyber Risk Intern,SecureNet Systems,Cybersecurity,Raipur,Java|Linux|Networking|Photoshop|Python|SEO,1 month,6500,Private,Offline
458,Software Intern,LexGuard Associates,IT,Noida,HTML|Photoshop|React|Tableau,3 months,10500,Private,Online
459,Field Operations Intern,MapCraft GIS,Agriculture,Surat,Excel|QGIS|React|Research|SPSS|SQL,1 month,4500,NGO,Online
460,Social Media Intern,NextGen Logistics,Media,Gurugram,Content Writing|Digital Marketing|JavaScript|Linux|Power BI|SEO|SPSS|UI/UX,1 month,13500,Startup,Offline
461,Travel Operations Intern,BrightPath Designs,Tourism,Mumbai,CSS|Digital Marketing|Linux|SEO,6 months,8000,Govt,Hybrid
462,Compliance Intern,EduBridge Alliance,Law,Bengaluru,Content Writing|Data Entry|Linux|Photoshop|Research|SPSS,2 months,7500,Startup,Hybrid
463,Social Media Intern,PolicyWorks India,Media,Lucknow,ArcGIS|AutoCAD|Canva|Digital Marketing|Excel|Illustrator|Linux|Tableau,3 months,11500,Startup,Offline
464,Civic Tech Intern,MapCraft GIS,E-Governance,Kochi,ArcGIS|Data Entry|Illustrator|Java|Python|R|Research|SQL|Tally,3 months,12500,Startup,Offline
465,GIS Mapping Intern,LexGuard Associates,GIS,Nagpur,Excel|Java|QGIS|SPSS|Typing,3 months,4500,Private,Hybrid
466,Compliance Intern,SecureNet Systems,Law,Thiruvananthapuram,CSS|Content Writing|JavaScript|Photoshop|Research,1 month,12500,NGO,Online
467,Data Analyst Intern,DataPulse Analytics,Data Analytics,Bhopal,Excel|Illustrator|React|SQL|Tableau,2 months,4000,PSU,Hybrid
468,Finance Analyst Intern,TourEase Travels,Finance,Noida,Figma|GST|Photoshop|Power BI|SEO,3 months,11500,NGO,Online
469,Clinical Research Intern,TourEase Travels,Healthcare,Jaipur,C++|CSS|Excel|Power BI|Python|SolidWorks|Tableau,6 months,14500,Private,Hybrid
470,Tour Planning Intern,TourEase Travels,Tourism,Indore,ArcGIS|Content Writing|Data Entry|Figma|Networking|R|SEO,3 months,11500,NGO,Hybrid
471,Digital Governance Intern,FutureWave Tech,E-Governance,Gurugram,Content Writing|Java|Networking|Photoshop|Research|SPSS|SQL|UI/UX,2 months,14000,Private,Online
472,Security Analyst Intern,CivicLink Foundation,Cybersecurity,Visakhapatnam,AutoCAD|GST|Linux|Networking|SolidWorks|Tableau,3 months,5500,Private,Hybrid
473,Digital Governance Intern,EduBridge Alliance,E-Governance,Ranchi,Excel|Illustrator|Photoshop|Power BI,6 months,13500,Private,Online
474,Cyber Risk Intern,LexGuard Associates,Cybersecurity,Hyderabad,AutoCAD|Content Writing|HTML|Linux|Networking|Photoshop|Python|R|React,1 month,9500,PSU,Offline
475,Product Design Intern,PolicyWorks India,Design,Surat,ArcGIS|Content Writing|Digital Marketing|Figma|Java|Photoshop|UI/UX,3 months,7000,NGO,Offline
476,Civic Tech Intern,AgriNova Collective,E-Governance,Lucknow,Excel|Linux|Python|R|Research|SQL|SolidWorks|Tableau,1 month,4500,Private,Offline
477,Full Stack Intern,GreenGrowth Initiatives,IT,Mumbai,Data Entry|Excel|HTML|Python|Tally,2 months,4000,Startup,Offline
478,Security Analyst Intern,GreenGrowth Initiatives,Cybersecurity,Delhi,Java|Linux|Python|Research|SQL,3 months,11000,Startup,Online
479,Security Analyst Intern,BrightPath Designs,Cybersecurity,Ahmedabad,C++|Content Writing|JavaScript|Linux|Python,3 months,7000,Startup,Offline
480,Sustainability Intern,TourEase Travels,Renewable Energy,Mumbai,AutoCAD|Canva|Excel|Illustrator|Java|Power BI,3 months,7500,Govt,Hybrid
481,Field Operations Intern,GreenGrowth Initiatives,Agriculture,Bengaluru,Canva|Content Writing|Data Entry|Power BI|Python|Research|SPSS,3 months,4500,Startup,Online
482,Finance Analyst Intern,BrightPath Designs,Finance,Surat,Excel|GST|JavaScript|QGIS|Research|Tally|UI/UX,6 months,13000,PSU,Offline
483,Learning Design Intern,SecureNet Systems,Education,Delhi,ArcGIS|C|Excel|HTML|Python|Research|SQL|UI/UX,6 months,11000,NGO,Hybrid
484,Product Design Intern,LexGuard Associates,Design,Guwahati,Figma|SQL|UI/UX,1 month,10000,Govt,Hybrid
485,Field Operations Intern,FutureWave Tech,Agriculture,Bengaluru,AutoCAD|Research|SEO|SPSS|Tally|UI/UX,6 months,14000,Govt,Hybrid
486,Solar Projects Intern,SecureNet Systems,Renewable Energy,Jaipur,Digital Marketing|Excel|Figma|Research|Tally,3 months,3000,Govt,Online
487,Field Operations Intern,Spectrum Media House,Agriculture,Noida,AutoCAD|C++|CSS|Data Entry|Excel|QGIS|Typing,6 months,14000,Govt,Online
488,Solar Projects Intern,NextGen Logistics,Renewable Energy,Lucknow,AutoCAD|Data Entry|Digital Marketing|Excel|GST|Java|Power BI|Research,2 months,13500,Govt,Offline
489,Healthcare Data Intern,CivicLink Foundation,Healthcare,Visakhapatnam,ArcGIS|C++|JavaScript|Photoshop|Python|Research|SolidWorks,2 months,15000,Govt,Hybrid
490,Data Analyst Intern,Innovate Labs,Data Analytics,Thiruvananthapuram,C|Content Writing|Linux|R|SPSS|SQL|Tableau,3 months,14500,Private,Hybrid
491,IT Support Intern,LexGuard Associates,IT,Indore,CSS|Canva|GST|Java|React,2 months,10500,Govt,Online
492,Legal Research Intern,LexGuard Associates,Law,Remote,CSS|Content Writing|JavaScript|Research|Tableau,2 months,5000,Private,Hybrid
493,Security Analyst Intern,Innovate Labs,Cybersecurity,Gurugram,Canva|Figma|HTML|JavaScript|Linux|Networking|Photoshop|Python|SQL,1 month,4500,PSU,Hybrid
494,Supply Chain Intern,AgriNova Collective,Logistics,Gurugram,Data Entry|Power BI|Python|SQL,3 months,14500,PSU,Online
495,Agri Research Intern,NextGen Logistics,Agriculture,Kolkata,AutoCAD|Excel|Figma|SPSS|Tally|UI/UX,1 month,10000,Private,Hybrid
496,Finance Analyst Intern,LexGuard Associates,Finance,Chennai,ArcGIS|Excel|Figma|GST|Illustrator|Java|Tableau|Tally,2 months,5000,NGO,Online
497,Legal Research Intern,FutureWave Tech,Law,Hyderabad,Content Writing|Java|Research|SolidWorks|Tableau,3 months,12000,Private,Offline
498,Social Media Intern,Spectrum Media House,Media,Nagpur,C++|Canva|Content Writing|Data Entry|Excel|SEO|Tableau,6 months,10000,Private,Hybrid
499,Full Stack Intern,LexGuard Associates,IT,Chennai,Content Writing|Data Entry|HTML|Linux,1 month,5000,NGO,Online
500,Healthcare Data Intern,CivicLink Foundation,Healthcare,Noida,Java|Python|SPSS|SQL,2 months,12000,Govt,Offline
501,Governance Analyst Intern,UrbanRise Solutions,Public Policy,Thiruvananthapuram,ArcGIS|CSS|Content Writing|Excel|GST|Research,1 month,6500,Startup,Offline
502,Agri Research Intern,NextGen Logistics,Agriculture,Mysuru,Data Entry|Excel|GST|Linux|Photoshop|Tally,1 month,5000,NGO,Offline
503,Sustainability Intern,BrightPath Designs,Renewable Energy,Kochi,Excel|Figma|JavaScript|Research|SEO,2 months,10000,Private,Offline
504,IT Support Intern,Spectrum Media House,IT,Noida,Photoshop|React|SQL|Tableau,3 months,8500,Private,Offline
505,Academic Research Intern,PolicyWorks India,Education,Nagpur,Content Writing|Digital Marketing|Excel|GST|Research,3 months,11000,Private,Hybrid
506,Governance Analyst Intern,Skyline Innovations,Public Policy,Raipur,Content Writing|Excel|Java|Research|SEO|Tally,2 months,14500,Startup,Offline
507,Security Analyst Intern,PolicyWorks India,Cybersecurity,Chennai,AutoCAD|Canva|GST|Linux|Networking|Python|R|SQL|Typing,1 month,11500,Govt,Online
508,Investment Research Intern,DataPulse Analytics,Finance,Chandigarh,C|GST|HTML|Illustrator|Networking|QGIS|SQL,3 months,9500,Startup,Offline
509,Full Stack Intern,EcoVision Energy,IT,Mysuru,AutoCAD|CSS|Excel|HTML|Power BI|Python|React,2 months,5500,Govt,Hybrid
510,Governance Analyst Intern,Skyline Innovations,Public Policy,Visakhapatnam,AutoCAD|C|Excel|JavaScript|Research|UI/UX,3 months,6000,Startup,Offline
511,IT Support Intern,FutureWave Tech,IT,Visakhapatnam,Canva|Data Entry|Digital Marketing|Linux|SQL|Tally,3 months,15000,Govt,Hybrid
512,Civic Tech Intern,PolicyWorks India,E-Governance,Ahmedabad,AutoCAD|C|Figma|Python|R|Research|SQL|SolidWorks,6 months,11000,Private,Online
513,Finance Analyst Intern,GreenGrowth Initiatives,Finance,Pune,Canva|Content Writing|Digital Marketing|Excel|Linux|SPSS|SQL,3 months,7000,Startup,Hybrid
514,Sustainability Intern,NextGen Logistics,Renewable Energy,Jaipur,AutoCAD|Power BI|Research|SQL|Tableau|Tally|UI/UX,3 months,5500,Private,Offline
515,Content Strategist Intern,AgriNova Collective,Media,Bhopal,C++|CSS|Content Writing|Power BI|React|SEO|Typing,6 months,4000,Startup,Hybrid
516,Travel Operations Intern,EduBridge Alliance,Tourism,Remote,Content Writing|Digital Marketing|Excel|Python|QGIS|R|Tally|Typing,1 month,5000,NGO,Hybrid
517,Clinical Research Intern,FutureWave Tech,Healthcare,Mumbai,Canva|Excel|Research|SPSS|SolidWorks|UI/UX,3 months,8500,Private,Offline
518,Agri Research Intern,UrbanRise Solutions,Agriculture,Visakhapatnam,Content Writing|Data Entry|Excel|SPSS|SolidWorks,6 months,6500,Private,Online
519,Policy Research Intern,EduBridge Alliance,Public Policy,Bhopal,Illustrator|Networking|Power BI|Research,6 months,13500,Startup,Hybrid
520,GIS Mapping Intern,NextGen Logistics,GIS,Hyderabad,C|Content Writing|Excel|Networking|Power BI|QGIS|Research|SEO,2 months,11500,NGO,Offline
521,Legal Research Intern,LexGuard Associates,Law,Jaipur,CSS|Content Writing|Data Entry|JavaScript|QGIS|Research|Tally,1 month,11500,Startup,Online
522,Learning Design Intern,Spectrum Media House,Education,Mysuru,Content Writing|Excel|Python|R|Research|Typing,2 months,13500,PSU,Hybrid
523,Graphic Design Intern,Spectrum Media House,Design,Mumbai,Digital Marketing|Illustrator|SEO|Typing|UI/UX,3 months,5500,Private,Offline
524,Healthcare Data Intern,BrightPath Designs,Healthcare,Ahmedabad,ArcGIS|CSS|Data Entry|Excel|Linux|Python|React|SPSS,3 months,4000,PSU,Offline
525,Social Media Intern,Innovate Labs,Media,Visakhapatnam,C++|Content Writing|QGIS|SEO|Typing,3 months,12500,PSU,Hybrid
526,Agri Research Intern,Insight Finance Group,Agriculture,Surat,C|Excel|Photoshop|Research|SEO|SPSS|SQL,6 months,3000,PSU,Online
527,Policy Research Intern,Insight Finance Group,Public Policy,Pune,Content Writing|Excel|Figma|JavaScript|SEO|SolidWorks,3 months,13000,Startup,Online
528,Security Analyst Intern,DataPulse Analytics,Cybersecurity,Chandigarh,C|Digital Marketing|Linux|Networking|Python|Tally,2 months,4500,Govt,Offline
529,Social Media Intern,CivicLink Foundation,Media,Jaipur,AutoCAD|Canva|Content Writing|SEO|SPSS,6 months,14500,Govt,Offline
530,Governance Analyst Intern,Spectrum Media House,Public Policy,Chennai,Canva|Content Writing|Excel|Illustrator|Networking|SolidWorks|UI/UX,1 month,7000,Govt,Offline
531,Learning Design Intern,Insight Finance Group,Education,Raipur,Digital Marketing|Excel|Linux|SEO|SPSS|Tally,2 months,11000,PSU,Hybrid
532,Civic Tech Intern,LexGuard Associates,E-Governance,Thiruvananthapuram,ArcGIS|Canva|Digital Marketing|Excel|Illustrator|Research|SQL,2 months,14500,Startup,Hybrid
533,Security Analyst Intern,FutureWave Tech,Cybersecurity,Guwahati,Linux|Networking|Power BI|QGIS|SolidWorks|Tableau|UI/UX,6 months,9000,Private,Online
534,Cyber Risk Intern,Skyline Innovations,Cybersecurity,Bhopal,ArcGIS|Excel|Linux,6 months,14000,Startup,Online
535,Learning Design Intern,EcoVision Energy,Education,Nagpur,ArcGIS|Canva|Excel|Java|QGIS|Research,1 month,4500,Govt,Offline
536,Field Operations Intern,FutureWave Tech,Agriculture,Raipur,ArcGIS|Data Entry|Excel|Photoshop|R|SPSS|SolidWorks,1 month,5000,Private,Hybrid
537,Learning Design Intern,Innovate Labs,Education,Bhopal,Content Writing|Excel|HTML|JavaScript|Python|Research|SEO,1 month,4500,Startup,Online
538,IT Support Intern,NextGen Logistics,IT,Ahmedabad,AutoCAD|Power BI|R|React|Research|SQL|Tableau,6 months,5500,PSU,Offline
539,Supply Chain Intern,AgriNova Collective,Logistics,Remote,AutoCAD|Excel|Photoshop|QGIS|Research|SEO|Tally,6 months,4000,NGO,Offline
540,Legal Research Intern,Innovate Labs,Law,Thiruvananthapuram,ArcGIS|Content Writing|Digital Marketing|Java|Power BI|Research,6 months,14000,Govt,Online
541,Full Stack Intern,BrightPath Designs,IT,Delhi,JavaScript|Photoshop|Power BI|React|SEO,6 months,10500,Govt,Hybrid
542,Operations Intern,EduBridge Alliance,Logistics,Remote,AutoCAD|Excel|Illustrator|SEO,3 months,6500,Private,Offline
543,Travel Operations Intern,EcoVision Energy,Tourism,Guwahati,ArcGIS|C|Digital Marketing|JavaScript|QGIS,3 months,4000,NGO,Offline
544,Supply Chain Intern,DataPulse Analytics,Logistics,Guwahati,Excel|Networking|Power BI|SEO|SQL|SolidWorks|UI/UX,6 months,9500,NGO,Offline
545,Sustainability Intern,FutureWave Tech,Renewable Energy,Kolkata,AutoCAD|C|Content Writing|Digital Marketing|Power BI|React|Research|SPSS,1 month,8000,Startup,Offline
546,Solar Projects Intern,FutureWave Tech,Renewable Energy,Chennai,AutoCAD|Digital Marketing|Excel|Photoshop|Research|Typing|UI/UX,6 months,12000,Startup,Hybrid
547,Tour Planning Intern,FutureWave Tech,Tourism,Remote,C|Content Writing|Digital Marketing|Excel|JavaScript,6 months,14500,Private,Hybrid
548,Operations Intern,Skyline Innovations,Logistics,Kochi,Excel|React|SolidWorks|Tableau,2 months,4500,Private,Hybrid
549,Social Media Intern,GreenGrowth Initiatives,Media,Mumbai,Canva|Content Writing|Digital Marketing|SolidWorks,2 months,5000,Private,Offline
550,Product Design Intern (2),LexGuard Associates,Design,Guwahati,C++|Canva|Excel|Figma|HTML|SolidWorks|Tableau|UI/UX,3 months,7500,Private,Online
551,Digital Governance Intern,Insight Finance Group,E-Governance,Jaipur,ArcGIS|AutoCAD|Illustrator|Linux|Python|React,6 months,3500,Startup,Hybrid
552,Tour Planning Intern,CivicLink Foundation,Tourism,Gurugram,Content Writing|Digital Marketing|Excel|GST|Linux,3 months,10500,NGO,Hybrid
553,Software Intern,BrightPath Designs,IT,Ranchi,CSS|GST|HTML|JavaScript|Photoshop|React|SQL,3 months,13500,Govt,Online
554,Data Analyst Intern,SecureNet Systems,Data Analytics,Nagpur,AutoCAD|Content Writing|Excel|SEO|Tableau,2 months,12000,Private,Hybrid
